合并总点数：98651
x,y
-18.2317,29.2739
-18.2318,29.1852
-18.2321,29.2186
-18.2322,18.2353
-18.2328,18.2704
-18.2334,18.2878
-18.2337,29.1821
-18.2337,29.2190
-18.2339,18.2621
-18.2340,29.2182
-18.2342,18.2180
-18.2342,29.2141
-18.2344,18.2867
-18.2344,29.1817
-18.2344,29.2457
-18.2350,18.1601
-18.2350,18.2861
-18.2353,18.1570
-18.2356,29.2159
-18.2362,29.2155
-18.2366,29.2114
-18.2371,18.2343
-18.2371,29.2632
-18.2378,29.2234
-18.2379,29.2218
-18.2380,29.1835
-18.2384,18.1902
-18.2385,18.0939
-18.2390,18.2574
-18.2393,29.1819
-18.2393,29.2247
-18.2397,18.2706
-18.2402,18.2732
-18.2402,29.3800
-18.2404,18.2548
-18.2405,18.0935
-18.2407,29.2533
-18.2413,29.2274
-18.2414,18.2148
-18.2414,29.3701
-18.2420,18.1825
-18.2426,18.2158
-18.2429,18.1266
-18.2432,18.2139
-18.2433,18.2365
-18.2433,29.2112
-18.2434,18.1832
-18.2435,29.2257
-18.2438,18.1573
-18.2444,18.2570
-18.2445,18.1231
-18.2445,26.6499
-18.2445,29.2297
-18.2447,18.2270
-18.2449,29.2247
-18.2450,29.5465
-18.2459,18.2433
-18.2460,18.2730
-18.2461,29.2436
-18.2463,18.2137
-18.2465,18.1837
-18.2469,29.2270
-18.2475,18.2102
-18.2475,18.2741
-18.2476,29.2449
-18.2476,29.2521
-18.2481,18.2128
-18.2485,18.2569
-18.2486,29.3384
-18.2487,18.2665
-18.2487,29.3347
-18.2490,18.1269
-18.2495,18.2338
-18.2496,29.2404
-18.2505,29.3377
-18.2507,29.2545
-18.2509,29.3327
-18.2510,29.2445
-18.2510,29.2467
-18.2511,18.2044
-18.2511,29.2495
-18.2516,18.1823
-18.2518,18.1253
-18.2518,29.2458
-18.2520,18.1230
-18.2523,29.2962
-18.2524,18.2569
-18.2527,18.1522
-18.2529,18.0990
-18.2530,18.1870
-18.2530,18.2628
-18.2531,18.0906
-18.2531,29.2517
-18.2534,18.2559
-18.2534,18.2580
-18.2535,18.1513
-18.2542,29.2518
-18.2543,29.2238
-18.2545,18.1558
-18.2552,18.0901
-18.2556,29.2916
-18.2565,29.2419
-18.2565,29.2577
-18.2566,29.2383
-18.2568,29.3360
-18.2569,29.2308
-18.2571,29.3640
-18.2577,18.2301
-18.2580,18.2264
-18.2581,29.3344
-18.2584,18.1540
-18.2584,29.2412
-18.2585,18.1278
-18.2587,18.2025
-18.2589,18.2542
-18.2592,18.1865
-18.2592,18.2422
-18.2593,18.2239
-18.2594,18.2162
-18.2602,18.1837
-18.2608,18.2022
-18.2610,29.2317
-18.2614,18.1847
-18.2619,18.0649
-18.2620,18.1580
-18.2622,18.2054
-18.2627,29.2440
-18.2650,18.1826
-18.2658,18.2163
-18.2658,18.2365
-18.2660,29.2379
-18.2662,18.0942
-18.2663,18.1791
-18.2666,18.0603
-18.2669,18.1817
-18.2670,18.1510
-18.2671,29.2240
-18.2673,18.1249
-18.2675,18.2259
-18.2679,29.3648
-18.2683,18.2250
-18.2684,18.1949
-18.2687,18.0598
-18.2700,18.1515
-18.2702,18.0322
-18.2705,18.1491
-18.2705,29.2194
-18.2714,18.2259
-18.2717,18.2001
-18.2719,18.2318
-18.2721,18.1200
-18.2721,29.2242
-18.2724,18.1853
-18.2724,18.2248
-18.2728,29.2227
-18.2731,29.3452
-18.2736,29.2327
-18.2736,29.2349
-18.2747,18.1722
-18.2749,29.3612
-18.2752,18.1500
-18.2753,18.0905
-18.2756,29.2142
-18.2760,18.0958
-18.2766,18.1548
-18.2766,18.2261
-18.2770,18.0965
-18.2772,18.0934
-18.2774,18.1659
-18.2777,29.2236
-18.2778,18.2232
-18.2782,18.1851
-18.2783,29.2221
-18.2784,29.2149
-18.2785,29.2286
-18.2788,29.2354
-18.2796,18.1711
-18.2797,29.2222
-18.2804,29.2104
-18.2805,29.2204
-18.2810,18.1187
-18.2813,29.2285
-18.2815,18.1980
-18.2817,18.1942
-18.2819,18.0954
-18.2827,18.1542
-18.2829,29.2263
-18.2833,18.0564
-18.2833,29.2173
-18.2835,29.2199
-18.2836,18.2082
-18.2837,18.1514
-18.2839,29.2149
-18.2840,29.2483
-18.2846,18.1851
-18.2849,18.0906
-18.2849,18.1524
-18.2850,18.0323
-18.2855,18.1257
-18.2858,18.1732
-18.2859,18.0642
-18.2859,29.2172
-18.2863,18.1948
-18.2864,29.3503
-18.2871,18.1637
-18.2871,18.1939
-18.2871,18.2092
-18.2872,29.2118
-18.2876,18.0932
-18.2876,29.2108
-18.2891,29.2112
-18.2893,29.2231
-18.2895,18.0617
-18.2896,29.2420
-18.2898,18.1468
-18.2904,18.1494
-18.2906,18.0925
-18.2906,29.2215
-18.2911,18.1540
-18.2934,29.2140
-18.2936,29.3516
-18.2941,29.2254
-18.2942,18.0965
-18.2946,18.0265
-18.2946,29.2124
-18.2951,18.1937
-18.2953,18.1175
-18.2953,18.1678
-18.2954,18.0875
-18.2959,18.1651
-18.2959,29.2209
-18.2960,18.1346
-18.2961,18.1926
-18.2967,18.0260
-18.2969,18.1538
-18.2970,29.2259
-18.2972,29.2215
-18.2973,29.2206
-18.2973,29.4784
-18.2977,18.0886
-18.2980,18.1430
-18.2981,17.9983
-18.2983,18.1398
-18.2985,29.2038
-18.2987,18.1176
-18.2993,18.0632
-18.3004,18.1630
-18.3005,18.0608
-18.3008,18.1911
-18.3013,18.1228
-18.3013,29.2236
-18.3018,18.1527
-18.3018,29.2212
-18.3020,29.2232
-18.3023,18.1200
-18.3031,18.1387
-18.3032,29.3507
-18.3033,29.2231
-18.3034,18.0568
-18.3051,18.0627
-18.3051,18.1657
-18.3061,29.2015
-18.3075,29.2005
-18.3080,17.9995
-18.3081,18.1527
-18.3084,18.1200
-18.3088,18.0931
-18.3090,18.1354
-18.3092,18.0850
-18.3093,18.1408
-18.3099,18.1624
-18.3100,18.0616
-18.3100,29.1895
-18.3106,18.1313
-18.3107,18.1615
-18.3108,18.0606
-18.3113,18.0225
-18.3115,29.2525
-18.3120,29.1778
-18.3122,29.2117
-18.3126,18.0289
-18.3126,18.0590
-18.3130,18.0569
-18.3133,18.1143
-18.3133,29.1680
-18.3138,18.1625
-18.3139,18.0303
-18.3139,18.0598
-18.3139,18.1169
-18.3146,18.1215
-18.3152,29.1873
-18.3154,18.1224
-18.3161,17.9665
-18.3161,29.1687
-18.3161,29.3368
-18.3165,18.1117
-18.3169,29.1996
-18.3175,18.0639
-18.3175,29.1846
-18.3187,18.1614
-18.3188,18.1158
-18.3188,18.1354
-18.3193,18.1326
-18.3203,29.1978
-18.3206,18.0803
-18.3209,18.0560
-18.3212,29.2302
-18.3220,18.0850
-18.3227,18.1072
-18.3238,18.1594
-18.3239,29.2356
-18.3240,29.2355
-18.3241,29.2387
-18.3243,18.1010
-18.3243,29.1958
-18.3245,17.9920
-18.3246,29.1709
-18.3247,18.0902
-18.3252,18.1202
-18.3256,18.0874
-18.3258,29.2045
-18.3259,17.9641
-18.3259,29.2171
-18.3260,29.2310
-18.3261,29.2332
-18.3265,18.1062
-18.3267,29.2224
-18.3269,29.1783
-18.3273,18.0293
-18.3275,29.1982
-18.3282,18.0300
-18.3283,29.2314
-18.3284,18.1031
-18.3285,18.0269
-18.3288,18.1294
-18.3289,29.2278
-18.3290,29.2315
-18.3291,29.3325
-18.3293,17.9701
-18.3294,29.3441
-18.3298,29.2359
-18.3299,29.2318
-18.3305,29.1850
-18.3307,17.9972
-18.3309,17.9665
-18.3309,18.0334
-18.3309,18.1114
-18.3313,29.2337
-18.3313,29.2378
-18.3314,18.0229
-18.3315,18.1040
-18.3316,18.1202
-18.3316,29.2247
-18.3317,18.0811
-18.3317,18.0873
-18.3319,29.2273
-18.3320,29.2333
-18.3324,18.1029
-18.3327,18.1323
-18.3330,18.0900
-18.3334,29.2276
-18.3340,18.0278
-18.3340,18.0988
-18.3343,29.3400
-18.3355,29.2192
-18.3356,29.1699
-18.3357,29.1722
-18.3358,29.1749
-18.3361,29.3435
-18.3363,18.1029
-18.3366,18.0817
-18.3369,17.9975
-18.3370,29.2334
-18.3371,29.3399
-18.3372,18.0842
-18.3372,29.1728
-18.3373,18.0512
-18.3373,18.1017
-18.3375,18.1290
-18.3376,29.1685
-18.3377,29.2305
-18.3379,18.0277
-18.3379,18.0297
-18.3383,29.2279
-18.3386,29.4547
-18.3388,18.0897
-18.3390,29.2289
-18.3391,17.9885
-18.3395,29.1609
-18.3396,29.1608
-18.3397,29.2259
-18.3400,29.3385
-18.3402,18.0740
-18.3406,18.0250
-18.3406,29.4538
-18.3409,18.0229
-18.3409,29.4527
-18.3411,29.1673
-18.3411,29.2286
-18.3411,29.2357
-18.3412,29.2108
-18.3415,29.1662
-18.3419,18.0259
-18.3419,18.1058
-18.3421,18.0831
-18.3422,18.1028
-18.3426,29.1613
-18.3438,17.9322
-18.3438,18.0475
-18.3439,18.0296
-18.3440,18.0558
-18.3443,29.2281
-18.3444,29.2281
-18.3444,29.4484
-18.3445,29.2303
-18.3448,29.1676
-18.3450,29.1620
-18.3453,29.1740
-18.3455,18.0299
-18.3460,29.2309
-18.3463,18.1280
-18.3463,29.2335
-18.3464,29.2267
-18.3467,29.2353
-18.3468,29.1589
-18.3473,29.1566
-18.3475,29.1585
-18.3476,18.0683
-18.3476,18.0989
-18.3479,18.0574
-18.3482,17.9639
-18.3484,29.2349
-18.3485,18.0875
-18.3485,29.1678
-18.3489,18.0220
-18.3493,29.1648
-18.3497,29.2308
-18.3498,18.0735
-18.3498,29.2293
-18.3499,29.2254
-18.3501,18.0512
-18.3503,17.9964
-18.3509,18.0734
-18.3513,29.2194
-18.3514,18.0583
-18.3516,29.2440
-18.3517,18.0704
-18.3520,29.4451
-18.3521,17.9370
-18.3522,29.2239
-18.3523,17.9578
-18.3524,18.0672
-18.3526,29.4421
-18.3531,29.3287
-18.3535,17.9298
-18.3536,17.9642
-18.3537,17.9334
-18.3537,18.0229
-18.3537,29.2258
-18.3539,18.0004
-18.3541,29.2335
-18.3543,18.0254
-18.3547,18.0713
-18.3547,29.2296
-18.3548,18.0483
-18.3549,18.0875
-18.3555,29.2348
-18.3556,29.2419
-18.3557,18.0701
-18.3561,17.9959
-18.3561,29.2275
-18.3563,18.1029
-18.3564,17.9928
-18.3569,29.2388
-18.3570,17.9949
-18.3570,18.0957
-18.3571,18.0580
-18.3574,29.2260
-18.3585,29.2417
-18.3588,29.2343
-18.3590,17.9911
-18.3591,29.2393
-18.3594,29.2214
-18.3597,29.2357
-18.3598,17.9644
-18.3604,29.2408
-18.3605,18.0690
-18.3605,29.2371
-18.3607,29.2298
-18.3608,29.2328
-18.3608,29.2397
-18.3609,17.9968
-18.3622,29.2415
-18.3631,29.2369
-18.3633,29.2495
-18.3636,17.9921
-18.3640,18.0231
-18.3641,29.2370
-18.3643,29.2355
-18.3645,18.0691
-18.3646,29.2346
-18.3649,17.9929
-18.3657,29.2256
-18.3658,17.9935
-18.3661,18.0257
-18.3661,29.2365
-18.3661,29.2502
-18.3665,18.0437
-18.3666,29.2443
-18.3668,29.2320
-18.3669,17.9542
-18.3669,17.9966
-18.3669,18.0146
-18.3670,17.9922
-18.3675,29.2542
-18.3681,29.2527
-18.3685,17.9970
-18.3686,29.2383
-18.3688,17.9887
-18.3688,29.3203
-18.3691,29.2570
-18.3693,29.2497
-18.3694,18.0082
-18.3695,29.3163
-18.3696,18.0265
-18.3700,18.0387
-18.3700,29.2410
-18.3703,18.0689
-18.3704,29.3216
-18.3706,29.2337
-18.3707,18.0355
-18.3709,17.9307
-18.3709,18.0661
-18.3710,29.2525
-18.3713,17.8978
-18.3715,17.9322
-18.3717,18.0547
-18.3717,29.2569
-18.3718,17.9910
-18.3719,17.9890
-18.3723,29.2464
-18.3725,29.3241
-18.3729,17.9336
-18.3729,29.2554
-18.3730,29.2515
-18.3733,29.3257
-18.3734,17.8973
-18.3738,29.2276
-18.3738,29.3209
-18.3741,29.3260
-18.3742,29.3123
-18.3747,29.2523
-18.3748,17.9037
-18.3750,17.9630
-18.3753,29.2381
-18.3753,29.2459
-18.3754,18.0262
-18.3754,29.2519
-18.3764,17.9001
-18.3768,17.9674
-18.3773,17.9923
-18.3773,29.2582
-18.3773,29.3192
-18.3774,29.3146
-18.3774,29.3155
-18.3775,29.2363
-18.3779,18.0154
-18.3779,18.0384
-18.3779,18.0396
-18.3780,17.9621
-18.3781,18.0546
-18.3781,29.3236
-18.3783,17.8960
-18.3789,18.0394
-18.3790,17.9628
-18.3791,18.0356
-18.3791,29.2367
-18.3791,29.3237
-18.3793,17.9597
-18.3793,29.3146
-18.3793,29.3222
-18.3796,29.3172
-18.3809,29.4303
-18.3810,17.8953
-18.3812,29.3137
-18.3812,29.4332
-18.3814,17.9685
-18.3815,29.3126
-18.3819,17.9579
-18.3823,17.9343
-18.3824,29.2475
-18.3828,17.9664
-18.3828,18.0373
-18.3830,29.2459
-18.3836,29.2419
-18.3837,18.0361
-18.3838,17.9636
-18.3839,29.2557
-18.3840,29.2580
-18.3842,17.8754
-18.3843,29.4327
-18.3845,29.2471
-18.3850,17.9827
-18.3850,29.2399
-18.3850,29.2940
-18.3853,29.3613
-18.3856,29.3204
-18.3861,29.2991
-18.3861,29.3178
-18.3862,17.9324
-18.3863,29.3666
-18.3864,17.9589
-18.3870,17.9900
-18.3874,29.3172
-18.3875,17.9763
-18.3875,29.2540
-18.3875,29.3158
-18.3878,29.2497
-18.3878,29.2566
-18.3882,18.0423
-18.3883,29.2337
-18.3883,29.2380
-18.3884,29.2451
-18.3884,29.3013
-18.3885,18.0349
-18.3885,29.3148
-18.3885,29.3270
-18.3888,29.2517
-18.3889,29.3184
-18.3891,18.0343
-18.3893,17.9001
-18.3894,29.2494
-18.3894,29.2531
-18.3894,29.2569
-18.3898,17.9635
-18.3899,17.9591
-18.3899,17.9816
-18.3900,18.0228
-18.3900,29.2470
-18.3904,29.3224
-18.3906,29.2434
-18.3906,29.2803
-18.3907,17.9015
-18.3907,29.3096
-18.3908,29.2943
-18.3908,29.3138
-18.3910,29.3209
-18.3911,29.2538
-18.3912,29.2580
-18.3914,17.9638
-18.3916,29.2515
-18.3917,29.2474
-18.3920,17.9669
-18.3921,29.3180
-18.3924,29.3201
-18.3924,29.3210
-18.3929,29.2917
-18.3930,18.0057
-18.3931,29.2492
-18.3932,29.3192
-18.3935,18.0360
-18.3936,17.8974
-18.3937,29.2598
-18.3938,18.0024
-18.3940,29.2446
-18.3941,29.4266
-18.3942,29.2916
-18.3945,17.9375
-18.3946,29.3183
-18.3947,17.9558
-18.3947,17.9579
-18.3953,17.9603
-18.3953,29.3184
-18.3954,18.0162
-18.3957,29.3251
-18.3959,29.3161
-18.3959,29.4233
-18.3960,17.8638
-18.3961,18.0066
-18.3961,29.3502
-18.3962,29.3228
-18.3963,18.0228
-18.3964,29.3247
-18.3965,17.9544
-18.3971,17.8392
-18.3971,18.0075
-18.3973,17.8703
-18.3977,17.9298
-18.3977,29.3247
-18.3979,17.9811
-18.3981,29.3141
-18.3985,29.3159
-18.3987,17.8631
-18.3995,29.3159
-18.3998,29.3338
-18.4008,17.8626
-18.4008,17.9289
-18.4008,17.9343
-18.4008,29.2444
-18.4009,17.9823
-18.4010,18.0054
-18.4014,29.4290
-18.4015,18.0116
-18.4015,29.2414
-18.4015,29.6128
-18.4018,17.8431
-18.4018,17.9646
-18.4018,18.0042
-18.4018,29.3497
-18.4021,18.0026
-18.4035,29.3393
-18.4045,17.9329
-18.4046,17.9247
-18.4048,29.3451
-18.4050,29.4601
-18.4050,29.4610
-18.4052,29.6074
-18.4054,29.3157
-18.4060,29.3127
-18.4065,17.9303
-18.4066,17.9283
-18.4067,18.0030
-18.4067,29.3245
-18.4070,17.9716
-18.4072,17.9910
-18.4077,17.9314
-18.4078,17.9495
-18.4081,17.9645
-18.4084,17.8607
-18.4084,17.8693
-18.4085,29.3201
-18.4087,29.3267
-18.4089,17.8991
-18.4090,17.8714
-18.4092,17.9257
-18.4098,17.8997
-18.4098,18.0045
-18.4099,17.9568
-18.4103,17.9431
-18.4103,17.9766
-18.4108,18.0042
-18.4109,29.3248
-18.4111,17.9737
-18.4118,17.8666
-18.4122,18.0013
-18.4125,29.3139
-18.4125,29.3212
-18.4125,29.3251
-18.4126,17.9258
-18.4127,17.9483
-18.4129,29.6041
-18.4132,17.9282
-18.4132,29.2962
-18.4142,17.9306
-18.4142,17.9746
-18.4144,29.3084
-18.4145,29.3203
-18.4147,29.3222
-18.4148,17.9336
-18.4151,17.9755
-18.4153,17.9717
-18.4154,29.3112
-18.4161,17.8639
-18.4162,29.4603
-18.4169,17.9887
-18.4172,17.9041
-18.4175,17.9225
-18.4175,17.9246
-18.4176,17.8936
-18.4179,29.3176
-18.4182,29.3264
-18.4184,17.8302
-18.4185,17.9133
-18.4187,29.2954
-18.4188,29.3233
-18.4190,29.2983
-18.4196,29.3088
-18.4197,17.8367
-18.4197,17.9324
-18.4199,17.9721
-18.4217,17.8680
-18.4223,29.2927
-18.4232,17.8290
-18.4234,17.9009
-18.4237,17.9490
-18.4238,17.9429
-18.4239,29.2931
-18.4243,17.8043
-18.4259,17.8283
-18.4260,17.8369
-18.4265,17.8390
-18.4265,17.8834
-18.4265,29.3029
-18.4271,17.8995
-18.4272,17.9436
-18.4273,17.8912
-18.4273,29.4452
-18.4275,17.8067
-18.4275,17.8674
-18.4282,17.9445
-18.4289,17.8875
-18.4290,17.8081
-18.4290,17.9416
-18.4291,17.8969
-18.4293,29.2993
-18.4294,29.3035
-18.4296,17.9698
-18.4299,29.2963
-18.4303,17.8709
-18.4306,17.9162
-18.4306,17.9494
-18.4309,17.9312
-18.4316,17.9121
-18.4318,17.8922
-18.4325,29.3103
-18.4326,17.9014
-18.4326,17.9234
-18.4330,17.9097
-18.4330,17.9412
-18.4332,17.9396
-18.4333,29.4456
-18.4337,17.7983
-18.4337,17.8863
-18.4340,17.8957
-18.4340,29.4365
-18.4344,29.3057
-18.4345,29.2982
-18.4347,17.8871
-18.4351,17.9184
-18.4352,17.8923
-18.4352,17.8967
-18.4353,29.4429
-18.4358,17.8947
-18.4363,17.8643
-18.4363,29.2938
-18.4363,29.3048
-18.4365,29.6027
-18.4366,29.4429
-18.4370,29.3055
-18.4372,17.8650
-18.4379,17.9421
-18.4381,29.3055
-18.4383,17.8615
-18.4385,17.8303
-18.4385,29.2991
-18.4387,17.8056
-18.4401,17.8911
-18.4402,29.2843
-18.4403,17.8830
-18.4417,17.9107
-18.4420,29.2948
-18.4423,17.8989
-18.4437,29.2917
-18.4440,29.2783
-18.4442,17.8825
-18.4444,29.2913
-18.4445,17.8693
-18.4449,17.8589
-18.4455,17.7952
-18.4459,17.8673
-18.4459,17.9101
-18.4461,17.9123
-18.4464,17.7705
-18.4464,17.9155
-18.4468,17.8017
-18.4470,29.2757
-18.4475,29.2866
-18.4476,17.8323
-18.4477,29.2961
-18.4479,29.2801
-18.4479,29.3663
-18.4482,17.9338
-18.4483,29.2930
-18.4487,17.8989
-18.4488,17.8053
-18.4503,17.7940
-18.4504,17.8911
-18.4512,17.7743
-18.4514,17.8551
-18.4516,29.2590
-18.4517,17.8633
-18.4523,29.2423
-18.4528,17.8861
-18.4530,17.7932
-18.4532,17.8827
-18.4538,17.8319
-18.4545,17.7716
-18.4545,17.8648
-18.4546,17.8564
-18.4547,17.8325
-18.4551,17.8677
-18.4556,17.8761
-18.4565,17.8620
-18.4570,17.8513
-18.4570,29.2730
-18.4575,17.8360
-18.4594,29.2433
-18.4607,17.7631
-18.4607,17.8278
-18.4608,17.7965
-18.4609,17.7718
-18.4610,17.8514
-18.4621,17.7415
-18.4624,17.8556
-18.4626,17.8575
-18.4626,17.8619
-18.4628,17.8494
-18.4632,17.8599
-18.4635,17.8461
-18.4636,17.8777
-18.4642,17.8771
-18.4645,17.9077
-18.4648,17.8653
-18.4650,17.7997
-18.4659,17.8502
-18.4669,17.8356
-18.4675,17.8563
-18.4677,17.7613
-18.4683,17.8336
-18.4684,17.8282
-18.4687,17.8749
-18.4692,17.8288
-18.4710,17.7714
-18.4712,17.8652
-18.4717,17.8498
-18.4719,17.8842
-18.4720,29.4198
-18.4721,17.8239
-18.4730,17.7316
-18.4731,17.8808
-18.4732,17.9044
-18.4735,17.8775
-18.4738,17.8214
-18.4738,29.4227
-18.4741,17.8295
-18.4750,17.8034
-18.4756,29.4180
-18.4757,17.8490
-18.4761,17.7361
-18.4766,17.7376
-18.4770,17.8006
-18.4773,17.7588
-18.4774,29.3187
-18.4775,17.8340
-18.4778,29.2334
-18.4781,17.7390
-18.4782,17.7339
-18.4795,29.2217
-18.4800,29.2317
-18.4800,29.2546
-18.4804,29.2119
-18.4810,29.2279
-18.4811,29.2357
-18.4818,17.8214
-18.4823,29.2637
-18.4825,17.8786
-18.4826,17.8550
-18.4829,17.8412
-18.4830,17.7940
-18.4830,17.8004
-18.4832,29.2125
-18.4834,29.2882
-18.4842,29.2591
-18.4845,29.2163
-18.4846,29.2506
-18.4847,17.8009
-18.4847,29.2195
-18.4858,17.7956
-18.4858,29.2973
-18.4860,29.2547
-18.4863,29.2888
-18.4865,29.2460
-18.4867,17.7961
-18.4870,29.2236
-18.4871,29.2389
-18.4872,17.7658
-18.4872,17.8315
-18.4872,29.2597
-18.4875,17.7278
-18.4877,29.2574
-18.4878,17.7365
-18.4879,17.7948
-18.4881,29.2237
-18.4883,29.2071
-18.4884,29.5622
-18.4885,17.7971
-18.4888,17.7061
-18.4889,29.3437
-18.4894,29.2956
-18.4896,17.8205
-18.4896,29.2527
-18.4898,17.8225
-18.4899,29.2190
-18.4899,29.2796
-18.4900,29.2554
-18.4901,29.2027
-18.4901,29.2595
-18.4902,29.2614
-18.4903,29.2737
-18.4904,29.2438
-18.4906,17.7997
-18.4906,29.2309
-18.4907,29.4330
-18.4909,17.8427
-18.4913,29.2077
-18.4914,29.2946
-18.4915,17.8421
-18.4915,29.2518
-18.4916,29.2557
-18.4918,29.2053
-18.4923,29.2080
-18.4925,29.2140
-18.4931,17.7373
-18.4931,17.8151
-18.4932,29.2526
-18.4933,29.2939
-18.4934,29.2568
-18.4936,17.8314
-18.4937,29.2044
-18.4938,29.2140
-18.4938,29.2773
-18.4939,17.8138
-18.4941,17.8005
-18.4941,17.8122
-18.4941,29.2075
-18.4941,29.2479
-18.4942,29.2803
-18.4943,17.7678
-18.4944,29.2375
-18.4945,17.7260
-18.4949,17.8131
-18.4954,29.2843
-18.4955,17.8098
-18.4957,29.2037
-18.4957,29.2861
-18.4960,29.2585
-18.4961,29.4787
-18.4972,29.2797
-18.4974,29.2369
-18.4974,29.2746
-18.4976,29.2142
-18.4976,29.2318
-18.4977,29.4469
-18.4979,17.8139
-18.4980,17.7020
-18.4985,17.7035
-18.4986,29.2815
-18.4986,29.3376
-18.4988,29.2681
-18.4989,29.2672
-18.4991,29.2523
-18.4998,17.8001
-18.5003,17.7918
-18.5008,17.8425
-18.5009,17.7862
-18.5012,17.7924
-18.5012,29.2887
-18.5014,29.2875
-18.5016,29.5577
-18.5017,29.2847
-18.5019,29.2019
-18.5026,17.7710
-18.5026,29.3255
-18.5029,17.8139
-18.5032,29.2003
-18.5037,17.8135
-18.5040,17.7653
-18.5041,17.7875
-18.5041,29.2676
-18.5041,29.2938
-18.5042,17.7234
-18.5043,29.4370
-18.5044,17.7330
-18.5045,29.2813
-18.5045,29.2853
-18.5046,17.6949
-18.5049,17.7036
-18.5051,29.2782
-18.5052,17.7621
-18.5052,29.2354
-18.5053,29.4750
-18.5054,29.3261
-18.5059,17.8147
-18.5059,29.2892
-18.5063,29.2807
-18.5066,29.2877
-18.5068,17.7585
-18.5069,17.7669
-18.5070,29.2907
-18.5074,17.6745
-18.5077,29.2920
-18.5080,29.2869
-18.5083,29.2896
-18.5085,29.3130
-18.5095,29.2802
-18.5096,29.2911
-18.5097,17.6972
-18.5097,29.2950
-18.5098,17.8199
-18.5098,29.2831
-18.5100,17.7587
-18.5100,29.2674
-18.5101,17.8061
-18.5106,17.7378
-18.5115,29.3181
-18.5118,29.2854
-18.5121,29.2915
-18.5122,29.2872
-18.5123,29.5421
-18.5127,29.2805
-18.5132,29.2872
-18.5133,17.8088
-18.5140,29.3120
-18.5141,17.6639
-18.5141,17.7386
-18.5144,29.3149
-18.5148,17.7638
-18.5149,17.7595
-18.5150,17.7031
-18.5150,29.2826
-18.5155,17.6705
-18.5155,29.2803
-18.5157,29.3139
-18.5165,17.7644
-18.5167,29.4693
-18.5170,29.2822
-18.5173,29.2957
-18.5176,17.7590
-18.5184,29.3365
-18.5184,29.5425
-18.5187,17.8070
-18.5189,29.5334
-18.5191,17.6910
-18.5191,29.2870
-18.5192,29.3097
-18.5196,29.5402
-18.5197,29.2840
-18.5198,17.7381
-18.5203,17.7606
-18.5207,17.7962
-18.5208,29.2972
-18.5209,29.2824
-18.5212,17.7324
-18.5215,17.7840
-18.5216,29.5397
-18.5219,17.7779
-18.5221,29.5351
-18.5222,29.3213
-18.5223,29.2905
-18.5224,29.3069
-18.5226,29.2934
-18.5227,17.8141
-18.5229,29.3045
-18.5230,17.7521
-18.5231,29.3065
-18.5233,17.7583
-18.5238,17.6613
-18.5243,17.6414
-18.5244,29.3284
-18.5246,17.6663
-18.5246,29.2958
-18.5250,17.7786
-18.5251,17.6678
-18.5252,17.7286
-18.5255,29.2909
-18.5255,29.3299
-18.5258,17.7773
-18.5260,17.7757
-18.5261,29.3384
-18.5268,29.2929
-18.5271,29.3082
-18.5274,17.7733
-18.5278,17.7509
-18.5278,29.2929
-18.5279,17.8073
-18.5282,29.3223
-18.5286,29.3243
-18.5295,17.7356
-18.5298,29.2925
-18.5300,17.7581
-18.5302,17.7442
-18.5307,29.2989
-18.5308,17.7298
-18.5309,29.2961
-18.5311,17.6974
-18.5316,29.3101
-18.5319,29.2974
-18.5319,29.3014
-18.5321,17.7266
-18.5326,17.7035
-18.5335,29.3218
-18.5337,17.7230
-18.5339,17.6388
-18.5340,29.3038
-18.5340,29.3195
-18.5347,29.3105
-18.5350,29.3194
-18.5352,29.3005
-18.5352,29.3081
-18.5354,29.3029
-18.5355,29.3214
-18.5356,17.7770
-18.5358,17.7508
-18.5360,17.6579
-18.5364,17.6615
-18.5368,17.7232
-18.5370,29.3034
-18.5371,29.3071
-18.5375,29.3061
-18.5378,17.7545
-18.5386,17.7302
-18.5403,17.7735
-18.5406,17.6281
-18.5406,17.7342
-18.5406,17.7837
-18.5408,17.7030
-18.5408,29.3018
-18.5412,29.3170
-18.5416,17.6675
-18.5417,17.7038
-18.5417,17.7241
-18.5417,17.7283
-18.5420,17.6347
-18.5433,29.3105
-18.5438,29.3064
-18.5459,17.6068
-18.5465,17.7611
-18.5466,29.3030
-18.5468,17.6334
-18.5471,29.3000
-18.5479,17.6968
-18.5480,29.3108
-18.5482,17.7277
-18.5484,29.3024
-18.5489,17.7425
-18.5498,17.7166
-18.5498,29.3061
-18.5499,17.7587
-18.5501,17.7466
-18.5501,29.3086
-18.5502,17.6255
-18.5505,17.6540
-18.5505,17.7673
-18.5505,17.7704
-18.5505,29.3113
-18.5511,17.6305
-18.5514,17.7012
-18.5516,29.3018
-18.5516,29.3090
-18.5518,29.3047
-18.5519,17.7432
-18.5520,17.7238
-18.5527,17.7418
-18.5529,17.7402
-18.5529,17.7440
-18.5529,29.3068
-18.5533,17.7474
-18.5535,29.3135
-18.5536,29.3081
-18.5539,29.3071
-18.5540,29.3112
-18.5542,17.7210
-18.5543,17.7379
-18.5547,17.7154
-18.5550,17.7216
-18.5553,29.3089
-18.5555,29.3074
-18.5559,17.6063
-18.5560,29.3042
-18.5560,29.3085
-18.5567,17.6918
